t,count,max,mean,min,stddev,p50,p75,p95,p99,p999,metricName,pkRangeId
1657818569207,983,11.00042724609375,0.38047130813676244,0.0,0.8883426240038291,0.0,1.0,1.0,4.00018310546875,11.00042724609375,completedLatency,11
1657818569207,3308,16.00091552734375,0.3530853529795194,0.0,0.8290518848215275,0.0,1.0,1.0,3.00006103515625,16.00091552734375,completedLatency,12
1657818569207,1089,12.00042724609375,0.40955385710801195,0.0,0.957010393988105,0.0,1.0,1.0,5.00018310546875,12.00042724609375,completedLatency,13
1657818569207,4722,14.00042724609375,0.33312361384791267,0.0,0.8669574702723392,0.0,1.0,1.0,4.00018310546875,14.00042724609375,completedLatency,14
1657818569207,3392,11.00042724609375,0.34257293197343935,0.0,0.7931771445013219,0.0,1.0,1.0,3.00006103515625,11.00042724609375,completedLatency,15
1657818569207,2303,9.00042724609375,0.34086141780931123,0.0,0.6947038822720775,0.0,1.0,1.0,3.00006103515625,9.00042724609375,completedLatency,16
1657818569207,3455,15.00042724609375,0.3366154937081675,0.0,0.7869385102755021,0.0,1.0,1.0,3.00006103515625,15.00042724609375,completedLatency,0
1657818569207,1067,10.00042724609375,0.37863465213507497,0.0,0.852287501179971,0.0,1.0,1.0,5.00018310546875,10.00042724609375,completedLatency,1
1657818569207,1490,40.00189208984375,0.32013656308987,0.0,1.236578214095442,0.0,0.0,1.0,4.00018310546875,40.00189208984375,completedLatency,2
1657818569207,797,8.00042724609375,0.4077820819773369,0.0,0.8280610267294052,0.0,1.0,1.0,5.00018310546875,8.00042724609375,completedLatency,3
1657818569207,3189,19.00091552734375,0.3389795159202042,0.0,0.7904720267486938,0.0,1.0,1.0,4.00018310546875,19.00091552734375,completedLatency,4
1657818569207,1759,10.00042724609375,0.47811613793126423,0.0,0.9581848502768956,0.0,1.0,1.0,6.00018310546875,10.00042724609375,completedLatency,5
1657818569207,2367,13.00042724609375,0.4140293135842443,0.0,0.8564768261255775,0.0,1.0,1.0,4.00018310546875,13.00042724609375,completedLatency,6
1657818569207,1420,10.00042724609375,0.34436830332581425,0.0,0.7620553953459424,0.0,1.0,1.0,4.00018310546875,10.00042724609375,completedLatency,7
1657818569207,1495,11.00042724609375,0.346490866364444,0.0,0.79317926936612,0.0,1.0,1.0,4.00018310546875,11.00042724609375,completedLatency,8
1657818569207,8257,15.00042724609375,0.32082029594207945,0.0,0.7668267593677874,0.0,1.0,1.0,3.00006103515625,15.00042724609375,completedLatency,9
1657818569207,1570,23.00091552734375,0.33057585309265525,0.0,0.970091328853964,0.0,0.0,1.0,4.00018310546875,23.00091552734375,completedLatency,10
1657818629207,656,5.00018310546875,0.2256103143459413,0.0,0.48547876562772674,0.0,0.0,1.0,1.0,5.00018310546875,completedLatency,11
1657818629207,662,14.00042724609375,0.2719045218384158,0.0,0.8612788859282766,0.0,0.0,1.0,1.0,14.00042724609375,completedLatency,12
1657818629207,300,9.00042724609375,0.29666829427083335,0.0,0.8536279235157381,0.0,0.0,1.0,1.0,9.00042724609375,completedLatency,13
1657818629207,881,8.00042724609375,0.2928502129371808,0.0,0.6657300023119025,0.0,1.0,1.0,2.00006103515625,8.00042724609375,completedLatency,14
1657818629207,1604,41.00189208984375,0.2849140880708385,0.0,1.1719095963739699,0.0,0.0,1.0,1.0,41.00189208984375,completedLatency,15
1657818629207,202,1.0,0.2623762376237624,0.0,0.4399260705552256,0.0,1.0,1.0,1.0,1.0,completedLatency,16
1657818629207,1199,15.00042724609375,0.2702258494220444,0.0,0.6738660982602577,0.0,0.0,1.0,1.0,15.00042724609375,completedLatency,0
1657818629207,499,14.00042724609375,0.26052202060370744,0.0,0.8009779688020932,0.0,0.0,1.0,1.0,14.00042724609375,completedLatency,1
1657818629207,814,18.00091552734375,0.31572684023245545,0.0,0.9533926061456627,0.0,1.0,1.0,2.00006103515625,18.00091552734375,completedLatency,2
1657818629207,405,6.00018310546875,0.2666671187789352,0.0,0.5333373458575476,0.0,0.0,1.0,1.0,6.00018310546875,completedLatency,3
1657818629207,757,7.00018310546875,0.24438629755098248,0.0,0.51885450833451,0.0,0.0,1.0,1.0,7.00018310546875,completedLatency,4
1657818629207,514,19.00091552734375,0.3365780129043045,0.0,1.0989902811257553,0.0,1.0,1.0,3.00006103515625,19.00091552734375,completedLatency,5
1657818629207,793,15.00042724609375,0.3354370578991961,0.0,0.9704332909059753,0.0,1.0,1.0,4.00018310546875,15.00042724609375,completedLatency,6
1657818629207,657,8.00042724609375,0.2831061376284247,0.0,0.6590325923050466,0.0,0.0,1.0,1.0,8.00042724609375,completedLatency,7
1657818629207,704,9.00042724609375,0.2840920361605557,0.0,0.6319953977544834,0.0,1.0,1.0,1.0,9.00042724609375,completedLatency,8
1657818629207,1612,8.00042724609375,0.2500005300820022,0.0,0.5424071763663678,0.0,0.0,1.0,1.0,8.00042724609375,completedLatency,9
1657818629207,573,8.00042724609375,0.2600353300883508,0.0,0.5386599924874212,0.0,0.0,1.0,1.0,8.00042724609375,completedLatency,10
1657818689207,350,7.00018310546875,0.2885728236607143,0.0,0.6883917715916849,0.0,0.0,1.0,4.00018310546875,7.00018310546875,completedLatency,11
1657818689207,578,6.00018310546875,0.23183412122891436,0.0,0.4795753317394446,0.0,0.0,1.0,1.0,6.00018310546875,completedLatency,12
1657818689207,253,1.0,0.2450592885375494,0.0,0.4301223472908836,0.0,0.0,1.0,1.0,1.0,completedLatency,13
1657818689207,1178,7.00018310546875,0.254669189453125,0.0,0.505993538881979,0.0,0.0,1.0,1.0,7.00018310546875,completedLatency,14
